Date,Albums w/TEA w/SEA On-Demand,Albums w/TEA w/SEA On-Demand Audio,Albums w/ TEA,Total Album Sales,Physical Albums Sales,Digital Albums Sales,Digital Song Sales,Total Streaming On-Demand,Streaming On-Demand Audio,Streaming On-Demand Video,Total Streaming Programmed,Streaming Programmed Audio,Streaming Programmed Video,Airplay Spins,Airplay Audience
Week 11 2017 03/10/2017 - 03/16/2017,"19,625","15,272","8,899","6,728","4,813","1,915","21,713","16,088,950","9,559,721","6,529,229","199,372","199,366",6,527,"1,544,800"
Week 12 2017 03/17/2017 - 03/23/2017,"18,907","14,727","8,517","6,407","4,681","1,726","21,102","15,585,457","9,314,739","6,270,718","194,942","194,937",5,588,"1,432,800"
Week 13 2017 03/24/2017 - 03/30/2017,"17,614","14,107","7,995","5,892","4,271","1,621","21,022","14,428,703","9,169,406","5,259,297","185,885","185,884",1,586,"1,392,600"
Week 14 2017 03/31/2017 - 04/06/2017,"18,345","14,051","7,895","5,615","3,865","1,750","22,795","15,674,573","9,234,639","6,439,934","182,741","182,736",5,355,"1,338,800"
Week 15 2017 04/07/2017 - 04/13/2017,"18,314","13,887","7,904","5,822","4,088","1,734","20,815","15,616,170","8,974,755","6,641,415","187,190","187,188",2,347,"1,140,000"
Week 16 2017 04/14/2017 - 04/20/2017,"17,698","13,367","7,454","5,211","3,399","1,812","22,426","15,366,390","8,869,684","6,496,706","179,012","179,011",1,362,"1,307,200"
Week 17 2017 04/21/2017 - 04/27/2017,"17,376","13,178","7,303","5,443","3,883","1,560","18,599","15,109,306","8,812,988","6,296,318","182,150","182,148",2,334,"1,082,000"
Week 18 2017 04/28/2017 - 05/04/2017,"16,942","12,890","7,063","5,260","3,685","1,575","18,027","14,818,768","8,741,030","6,077,738","177,212","177,212",0,331,"1,281,700"
Week 19 2017 05/05/2017 - 05/11/2017,"16,481","12,525","6,759","4,951","3,424","1,527","18,088","14,581,753","8,647,810","5,933,943","180,316","180,316",0,315,"977,300"
Week 20 2017 05/12/2017 - 05/18/2017,"16,360","12,521","6,869","5,045","3,567","1,478","18,241","14,236,311","8,477,277","5,759,034","179,556","179,556",0,323,"1,092,600"
Week 21 2017 05/19/2017 - 05/25/2017,"16,035","12,242","6,639","4,714","3,234","1,480","19,245","14,094,706","8,404,712","5,689,994","178,745","178,745",0,317,"888,500"
Week 22 2017 05/26/2017 - 06/01/2017,"15,159","11,220","5,983","4,288","2,868","1,420","16,947","13,764,749","7,856,476","5,908,273","164,235","164,235",0,327,"1,163,900"
Week 23 2017 06/02/2017 - 06/08/2017,"15,366","11,557","6,244","4,614","2,990","1,624","16,305","13,682,359","7,968,876","5,713,483","164,246","164,246",0,307,"976,100"
Week 24 2017 06/09/2017 - 06/15/2017,"15,205","11,466","6,270","4,706","3,172","1,534","15,639","13,402,738","7,793,997","5,608,741","159,764","159,764",0,249,"727,500"
Week 25 2017 06/16/2017 - 06/22/2017,"15,513","11,687","6,399","4,766","3,206","1,560","16,329","13,671,349","7,931,274","5,740,075","161,389","161,389",0,244,"728,000"
Week 26 2017 06/23/2017 - 06/29/2017,"15,904","11,789","6,433","4,794","3,205","1,589","16,391","14,206,860","8,033,280","6,173,580","164,287","164,287",0,341,"990,500"
Week 27 2017 06/30/2017 - 07/06/2017,"16,224","11,999","6,743","4,998","3,344","1,654","17,455","14,221,186","7,883,863","6,337,323","157,647","157,647",0,444,"1,460,100"
Week 28 2017 07/07/2017 - 07/13/2017,"17,023","12,295","6,795","5,124","3,321","1,803","16,714","15,342,182","8,249,388","7,092,794","170,542","170,542",0,359,"1,659,100"
Week 29 2017 07/14/2017 - 07/20/2017,"18,470","13,167","7,465","5,761","3,767","1,994","17,038","16,506,486","8,552,787","7,953,699","170,956","170,956",0,315,"1,176,900"
Week 30 2017 07/21/2017 - 07/27/2017,"19,258","13,496","7,575","5,829","3,722","2,107","17,458","17,524,245","8,880,737","8,643,508","184,594","184,594",0,"1,328","4,704,000"
Week 31 2017 07/28/2017 - 08/03/2017,"19,509","13,615","7,696","5,970","3,746","2,224","17,256","17,718,971","8,879,330","8,839,641","189,825","189,825",0,413,"1,386,800"
Week 32 2017 08/04/2017 - 08/10/2017,"20,427","15,011","8,680","6,559","4,269","2,290","21,213","17,620,967","9,496,454","8,124,513","183,792","183,792",0,257,"886,900"
Week 33 2017 08/11/2017 - 08/17/2017,"20,496","15,712","9,251","7,252","4,853","2,399","19,995","16,867,314","9,690,474","7,176,840","189,269","189,269",0,365,"1,065,900"
Week 34 2017 08/18/2017 - 08/24/2017,"20,768","15,780","9,218","7,213","4,599","2,614","20,045","17,325,595","9,843,395","7,482,200","203,821","203,821",0,264,"1,126,400"
Week 35 2017 08/25/2017 - 08/31/2017,"21,344","16,181","9,419","7,385","4,688","2,697","20,339","17,888,049","10,144,164","7,743,885","211,275","211,275",0,279,"693,500"
Week 36 2017 09/01/2017 - 09/07/2017,"23,243","17,665","10,047","7,821","4,809","3,012","22,261","19,794,701","11,426,955","8,367,746","221,799","221,799",0,335,"1,188,800"
Week 37 2017 09/08/2017 - 09/14/2017,"25,922","19,573","11,502","8,963","5,545","3,418","25,395","21,628,856","12,105,928","9,522,928","246,658","246,658",0,417,"1,421,300"
Week 38 2017 09/15/2017 - 09/21/2017,"28,412","21,631","12,599","9,882","6,027","3,855","27,168","23,719,489","13,547,181","10,172,308","273,199","273,199",0,233,"787,100"
Week 39 2017 09/22/2017 - 09/28/2017,"31,874","24,435","14,726","11,676","7,430","4,246","30,499","25,722,120","14,563,784","11,158,336","300,762","300,762",0,240,"768,000"
Week 40 2017 09/29/2017 - 10/05/2017,"50,627","42,204","31,329","27,983","22,129","5,854","33,466","28,945,844","16,312,093","12,633,751","344,678","344,678",0,269,"1,109,400"
Week 41 2017 10/06/2017 - 10/12/2017,"105,604","95,944","83,490","79,218","66,317","12,901","42,718","33,171,832","18,681,008","14,490,824","374,907","374,907",0,251,"1,004,500"
Week 42 2017 10/13/2017 - 10/19/2017,"120,269","109,128","94,600","90,020","79,532","10,488","45,794","38,504,241","21,792,303","16,711,938","475,645","475,645",0,366,"1,559,800"
Week 43 2017 10/20/2017 - 10/26/2017,"166,571","151,493","133,470","126,069","101,031","25,038","74,015","49,651,407","27,034,026","22,617,381","565,982","565,982",0,374,"1,742,700"
Week 44 2017 10/27/2017 - 11/02/2017,"237,208","214,872","180,651","171,017","141,157","29,860","96,340","84,835,825","51,331,161","33,504,664","995,075","995,075",0,"3,244","15,917,400"
Week 45 2017 11/03/2017 - 11/09/2017,"418,915","377,354","313,893","297,617","253,706","43,911","162,758","157,533,500","95,190,828","62,342,672","1,754,793","1,754,793",0,"21,379","64,437,400"
Week 46 2017 11/10/2017 - 11/16/2017,"552,598","497,489","401,413","378,459","325,953","52,506","229,541","226,777,029","144,113,156","82,663,873","2,703,750","2,703,750",0,"76,674","384,227,300"
Week 47 2017 11/17/2017 - 11/23/2017,"823,301","744,333","576,099","539,040","416,785","122,255","370,585","370,803,674","252,351,918","118,451,756","4,194,313","4,194,313",0,"257,419","1,497,787,900"
Week 48 2017 11/24/2017 - 11/30/2017,"1,235,124","1,119,024","803,482","747,570","576,210","171,360","559,122","647,463,461","473,313,533","174,149,928","8,693,554","8,693,554",0,"469,733","2,300,038,800"
Week 49 2017 12/01/2017 - 12/07/2017,"1,504,865","1,330,871","935,546","863,221","670,303","192,918","723,256","853,977,162","592,987,338","260,989,824","13,288,044","13,288,044",0,"473,848","2,262,384,700"
Week 50 2017 12/08/2017 - 12/14/2017,"1,562,129","1,373,273","919,544","845,212","654,882","190,330","743,322","963,877,156","680,592,131","283,285,025","15,788,034","15,788,034",0,"507,167","2,406,846,200"
Week 51 2017 12/15/2017 - 12/21/2017,"1,708,615","1,485,638","977,883","896,457","716,953","179,504","814,263","1,096,098,269","761,632,917","334,465,352","18,181,974","18,181,974",0,"570,150","2,659,577,700"
Week 52 2017 12/22/2017 - 12/28/2017,"1,499,170","1,264,401","654,197","585,936","417,844","168,092","682,605","1,267,460,060","915,306,754","352,153,306","17,421,881","17,421,881",0,"581,281","2,434,272,200"
